uid,year,region,service_state,grantee_name,grant_number,grant_type,program_name,program_number,program_type,total_cumulative_enrollment,total_cumulative_enrolled_children,newly_enrolled_children,less_than_1_year_old,x1_year_old,x2_years_old,x3_years_old,x4_years_old,x5_years_and_older,pregnant_women,income_eligibility,receipt_of_public_assistance_eligibility,foster_children_eligibility,homeless_children_eligibility,over_income_eligibility,income_between_100_percent_and_130_percent_of_poverty_eligibility,hispanic_or_latino_origin_any_race_enrollees,asian_non_hispanic_enrollees,black_or_african_american_non_hispanic_enrollees,native_hawaiian_pacific_islander_non_hispanic_enrollees,white_non_hispanic_enrollees,biracial_or_multi_racial_non_hispanic_enrollees,other_race_non_hispanic_enrollees,total_noncontracted_staff,total_contracted_staff,total_departed_staff,total_departed_noncontracted_staff,total_departed_contracted_staff,total_hs_prek_teachers,total_ehs_it_teachers,total_departed_teachers,children_with_health_insurance_at_enrollment,children_with_health_insurance_at_end_of_enrollment_year,children_with_ongoing_source_of_continuous_accessible_health_care_at_enrollment_start,children_with_ongoing_source_of_continuous_accessible_health_care_at_end_enrollment,children_up_to_date_on_epdst_at_enrollment_start,children_up_to_date_on_epdst_at_enrollment_end,hs_prek_children_with_an_iep,ehs_it_children_with_an_iep,hs_prek_health_impairment,hs_prek_emotional_disturbance,hs_prek_speech_impairment,hs_prek_intellectual_disabilities,hs_prek_hearing_impairment,hs_prek_orthopedic_impairment,hs_prek_visual_impairment,hs_prek_specific_learning_disabilities,hs_prek_autism,hs_prek_traumatic_brain_injury,hs_prek_non_categorical_developmental_delay,hs_prek_multiple_disabilities_excluding_deaf_blind,hs_prek_deaf_blind,newly_enrolled_children_who_completed_behavorial_screenings,homeless_children_served,foster_care_children_served
07CH011681-200-2021,2021,Region 7,KS,"Community Action, Inc.",07CH011681,CH,COMMUNITY ACTION INC,200,EHS,91,91,63,22,39,30,0,0,0,0,36,29,3,14,9,NA,37,0,23,0,15,16,0,43,0,16,NA,0,NA,22,NA,89,87,0,0,91,46,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,21,3
07CH011691-000-2021,2021,Region 7,KS,"Southeast Kansas Community Action Program, Inc.",07CH011691,CH,"SOUTHEAST KANSAS COMMUNITY ACTION PROGRAM, INC",000,HS,486,486,261,0,0,0,263,213,10,0,308,36,38,1,48,NA,64,1,39,2,310,62,0,63,1,44,NA,0,23,NA,NA,459,462,1,1,199,437,88,NA,0,1,43,3,1,1,0,0,3,0,34,2,0,242,6,39
07CH011691-200-2021,2021,Region 7,KS,"Southeast Kansas Community Action Program, Inc.",07CH011691,CH,"SOUTHEAST KANSAS COMMUNITY ACTION PROGRAM, INC",200,EHS,396,377,175,106,126,129,16,0,0,19,249,36,37,0,33,NA,53,0,13,3,278,45,0,98,1,36,NA,0,NA,23,NA,367,368,0,0,134,279,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,11,42
07CH011702-000-2021,2021,Region 7,KS,Futures Unlimited,07CH011702,CH,"Futures Unlimited, Inc.",000,HS,53,53,33,0,0,0,33,20,0,0,29,0,6,3,4,NA,5,1,0,0,44,3,0,20,2,0,NA,0,5,NA,NA,51,52,0,0,39,53,22,NA,0,0,9,0,0,0,0,0,2,0,11,0,0,33,3,6
07CH011702-200-2021,2021,Region 7,KS,Futures Unlimited,07CH011702,CH,"Futures Unlimited, Inc.",200,EHS,35,33,12,10,8,13,2,0,0,2,21,1,6,0,1,NA,0,0,0,0,31,3,0,7,0,2,NA,0,NA,0,NA,32,33,0,0,20,18,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,7
07CH011835-000-2021,2021,Region 7,KS,Topeka Unified School District #501,07CH011835,CH,Topeka Unified School District #501,000,HS,207,207,123,0,0,0,90,117,0,0,128,26,5,28,7,NA,63,5,53,1,59,23,0,54,1,9,NA,1,15,NA,NA,197,197,1,1,189,186,30,NA,0,0,6,24,0,0,0,0,0,0,0,0,0,123,21,10
07CH011978-000-2021,2021,Region 7,KS,"Child Start, Inc.",07CH011978,CH,"Child Start, Inc.",000,HS,401,401,225,0,0,90,161,150,0,0,247,81,20,39,14,NA,148,2,111,2,95,30,0,110,0,23,NA,0,9,NA,NA,382,363,0,0,261,315,39,NA,0,0,15,0,0,0,0,0,1,0,23,0,0,123,31,17
07CH011978-200-2021,2021,Region 7,KS,"Child Start, Inc.",07CH011978,CH,"Child Start, Inc. Early Head Start",200,EHS,251,232,104,78,75,79,0,0,0,19,147,59,5,33,7,NA,94,1,76,0,54,23,0,108,0,18,NA,0,NA,14,NA,224,223,0,0,110,138,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,21,6
07HP000247-200-2021,2021,Region 7,KS,The Family Conservancy,07HP000247,HP,The Family Conservancy,200,EHS,180,180,87,51,57,60,12,0,0,0,86,32,22,31,9,NA,55,0,70,0,33,18,3,132,3,34,NA,1,NA,43,NA,177,178,0,0,4,68,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,23,23
07CH010292-000-2021,2021,Region 7,MO,Delta Area Economic Opportunity Corporation,07CH010292,CH,Delta Area Economic Opportunity Corporation,000,HS,987,987,627,0,0,145,435,407,0,0,763,65,37,14,108,NA,54,1,355,0,478,99,0,203,0,6,NA,0,52,NA,NA,954,956,0,0,52,760,60,NA,1,1,16,9,0,0,0,3,11,0,19,0,0,298,19,44
07CH010292-200-2021,2021,Region 7,MO,Delta Area Economic Opportunity Corporation,07CH010292,CH,DELTA AREA ECONOMIC OPPORTUNITY CORPORATION,200,EHS,113,99,71,35,24,30,10,0,0,14,95,5,6,0,7,NA,0,0,46,0,56,11,0,24,0,3,NA,0,NA,8,NA,97,97,0,0,36,48,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,12
07CH010531-200-2021,2021,Region 7,MO,"Youth in Need, Inc.",07CH010531,CH,Youth In Need,200,EHS,45,45,6,9,15,21,0,0,0,0,33,2,5,3,2,NA,12,1,26,0,5,1,0,4,44,0,NA,5,NA,18,NA,42,42,0,0,2,19,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5
07CH010610-000-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,Mid America Regional Council,000,HS,752,752,463,0,0,0,364,388,0,0,514,86,21,72,59,NA,176,11,343,2,151,63,5,325,18,67,NA,1,52,NA,NA,694,715,69,85,488,614,67,NA,1,0,19,1,0,0,1,0,2,0,42,1,0,226,41,32
07CH010610-001-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,Kansas City Public Schools,001,HS,272,272,111,0,0,10,89,173,0,0,199,26,1,25,21,NA,76,10,158,0,8,15,5,74,10,4,NA,1,22,NA,NA,264,267,103,103,176,224,42,NA,1,0,14,0,0,0,0,0,3,0,24,0,0,52,21,4
07CH010610-002-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,Independence School District,002,HS,267,267,152,0,0,38,121,108,0,0,154,46,16,28,23,NA,82,1,54,1,94,32,2,98,0,17,NA,0,23,NA,NA,244,238,7,7,203,257,42,NA,0,0,14,0,0,0,0,1,0,0,27,0,0,103,19,21
07CH010610-004-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,YMCA of Greater Kansas City,004,HS,311,311,165,0,0,48,129,134,0,0,215,22,5,31,38,NA,52,9,139,0,78,24,6,96,0,14,NA,0,18,NA,NA,295,302,56,61,231,284,21,NA,1,0,3,0,0,0,1,0,0,0,16,0,0,146,21,8
07CH010610-005-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,"Operation Breakthrough, Inc.",005,HS,202,202,110,0,0,1,101,100,0,0,108,41,3,48,2,NA,15,0,159,0,15,12,0,136,1,29,NA,0,12,NA,NA,190,199,11,11,140,179,16,NA,0,0,1,0,0,0,0,0,0,0,15,0,0,71,25,4
07CH010610-200-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,Mid America Regional Council,200,EHS,273,249,108,72,91,85,1,0,0,24,169,44,8,31,21,NA,75,13,117,0,41,22,3,222,15,52,NA,2,NA,55,NA,234,241,8,11,136,153,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,27,12
07CH010610-202-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,Independence School District,202,EHS,106,105,70,31,40,34,0,0,0,1,66,10,12,14,4,NA,30,0,22,0,37,16,0,47,0,5,NA,0,NA,26,NA,87,85,1,0,50,65,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,13,15
07CH010610-204-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,YMCA of Greater Kansas City,204,EHS,100,100,39,29,35,36,0,0,0,0,75,5,4,14,2,NA,15,1,70,0,8,6,0,63,0,19,NA,0,NA,33,NA,98,98,15,18,63,77,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,7,5
07CH010610-205-2021,2021,Region 7,MO,Mid America Regional Council,07CH010610,CH,"Operation Breakthrough, Inc.",205,EHS,88,88,35,26,32,30,0,0,0,0,31,19,3,35,0,NA,8,0,65,0,8,6,0,84,2,13,NA,1,NA,23,NA,84,88,2,2,45,69,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,8
07CH010749-000-2021,2021,Region 7,MO,East Missouri Action Agency,07CH010749,CH,"EAST MISSOURI ACTION AGENCY, INC",000,HS,385,385,199,0,0,0,147,238,0,0,279,34,26,1,7,NA,5,0,31,0,338,11,0,156,0,25,NA,0,27,NA,NA,373,349,1,0,15,344,49,NA,1,0,15,0,0,0,0,0,3,0,30,0,0,187,4,36
07CH011062-000-2021,2021,Region 7,MO,"Douglass Community Services, Inc.",07CH011062,CH,"Douglass Community Services, Inc",000,HS,328,328,172,0,0,64,123,141,0,0,223,20,14,23,6,NA,7,0,24,0,235,57,0,132,0,25,NA,0,17,NA,NA,323,325,0,0,49,225,35,NA,0,1,10,0,0,0,0,0,1,0,23,0,0,95,12,17
07CH011062-200-2021,2021,Region 7,MO,"Douglass Community Services, Inc.",07CH011062,CH,"Douglass Community Services, Inc",200,EHS,203,175,79,58,60,57,0,0,0,28,148,12,4,23,2,NA,6,0,26,1,130,34,0,94,0,27,NA,0,NA,17,NA,174,174,0,0,19,70,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,12,16
07CH011069-000-2021,2021,Region 7,MO,Central Missouri Community Action,07CH011069,CH,Central Missouri Community Action (CMCA),000,HS,61,61,30,0,0,18,24,19,0,0,44,0,5,0,5,NA,1,0,0,0,55,5,0,27,0,1,NA,0,2,NA,NA,59,61,0,0,37,56,5,NA,0,0,0,0,0,0,0,0,0,0,5,0,0,23,1,5
07CH011069-200-2021,2021,Region 7,MO,Central Missouri Community Action,07CH011069,CH,Central Missouri Community Action (CMCA),200,EHS,82,74,36,39,19,16,0,0,0,8,60,0,9,3,3,NA,1,0,0,0,69,12,0,33,0,1,NA,0,NA,5,NA,74,74,0,0,13,66,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,9
07CH011103-000-2021,2021,Region 7,MO,"Ozark Action, Inc.",07CH011103,CH,"Ozark Action, Inc",000,HS,417,417,317,0,0,0,211,206,0,0,295,16,21,39,21,NA,12,0,6,1,380,15,1,15,45,23,NA,0,22,NA,NA,403,384,2,2,227,401,71,NA,1,0,37,1,0,0,1,10,0,0,21,0,0,221,54,32
07CH011103-200-2021,2021,Region 7,MO,"Ozark Action, Inc.",07CH011103,CH,"Ozark Action, Inc",200,EHS,9,8,8,5,2,1,0,0,0,1,5,1,2,1,0,NA,0,0,1,0,8,0,0,5,0,0,NA,0,NA,2,NA,8,7,0,0,0,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2
07CH011115-000-2021,2021,Region 7,MO,South Central Missouri Community Action Agency,07CH011115,CH,South Central Missouri Community Action Agency,000,HS,352,352,260,0,0,0,162,190,0,0,231,37,41,33,0,NA,17,2,28,0,283,21,0,135,0,34,NA,0,18,NA,NA,341,343,17,17,161,332,38,NA,0,0,23,1,0,0,0,0,0,0,9,3,0,235,32,49
07CH011115-200-2021,2021,Region 7,MO,South Central Missouri Community Action Agency,07CH011115,CH,South Central Missouri Community Action Agency,200,EHS,184,175,89,43,58,74,0,0,0,9,115,13,27,29,0,NA,18,0,13,0,127,26,0,114,0,24,NA,0,NA,32,NA,168,169,0,0,100,154,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,29,31
07CH011139-000-2021,2021,Region 7,MO,Community Services Inc. of Northwest Missouri,07CH011139,CH,Community Services Inc. of Northwest Missouri,000,HS,129,129,82,0,0,18,56,55,0,0,66,12,11,8,11,NA,2,0,0,1,125,1,0,66,0,20,NA,0,10,NA,NA,117,123,0,0,29,111,16,NA,0,0,9,0,0,0,0,0,0,0,7,0,0,29,7,15
07CH011193-000-2021,2021,Region 7,MO,Northeast Missouri Community Action Agency,07CH011193,CH,Northeast Missouri Community Action,000,HS,193,193,115,0,0,27,86,80,0,0,121,7,15,15,0,NA,1,0,5,0,178,9,0,57,2,17,NA,0,11,NA,NA,186,186,0,0,186,186,40,NA,0,2,12,0,0,1,0,0,0,0,25,0,0,115,9,13
07CH011193-200-2021,2021,Region 7,MO,Northeast Missouri Community Action Agency,07CH011193,CH,Northeast Missouri Community Action,200,EHS,134,108,30,30,15,63,0,0,0,26,81,8,12,19,0,NA,0,0,1,0,127,5,0,37,13,7,NA,3,NA,22,NA,23,20,0,0,64,65,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,5
07CH011216-200-2021,2021,Region 7,MO,"Center for Human Services, Inc.",07CH011216,CH,Center for Human Services,200,EHS,275,246,108,104,68,69,5,0,0,29,204,21,10,23,10,NA,65,0,21,0,141,48,0,34,29,4,NA,6,NA,18,NA,244,245,25,24,192,227,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,15,14
07CH011387-000-2021,2021,Region 7,MO,North Central Missouri College,07CH011387,CH,NORTH CENTRAL MISSOURI COLLEGE,000,HS,199,199,130,0,0,6,84,109,0,0,138,12,9,4,12,NA,10,0,1,0,179,9,0,61,0,4,NA,0,10,NA,NA,190,189,0,0,121,164,22,NA,0,0,17,0,0,0,0,0,0,0,4,1,0,59,4,13
07CH011387-200-2021,2021,Region 7,MO,North Central Missouri College,07CH011387,CH,NORTH CENTRAL MISSOURI COLLEGE,200,EHS,52,46,26,16,12,18,0,0,0,6,43,1,4,2,1,NA,1,0,0,0,50,1,0,17,0,1,NA,0,NA,0,NA,46,45,0,0,24,41,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3,2
07CH011435-000-2021,2021,Region 7,MO,Economic Security Corp of Southwest Area,07CH011435,CH,ECONOMIC SECURITY CORPORATION OF SOUTHWEST AREA,000,HS,412,412,211,0,0,0,181,231,0,0,303,33,21,30,25,NA,85,1,16,9,268,23,2,230,1,45,NA,0,35,NA,NA,402,405,85,86,224,334,64,NA,0,0,8,1,1,0,0,0,1,0,53,0,0,192,27,21
07CH011435-200-2021,2021,Region 7,MO,Economic Security Corp of Southwest Area,07CH011435,CH,Economic Security Corporation of Southwest Area,200,EHS,252,216,99,84,71,61,0,0,0,36,172,22,13,34,11,NA,57,2,6,7,167,10,1,74,1,16,NA,0,NA,8,NA,213,215,19,20,104,170,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,24,19
07CH011477-000-2021,2021,Region 7,MO,Central Missouri Community Action,07CH011477,CH,Central Missouri Community Action (CMCA),000,HS,350,350,229,0,4,79,135,132,0,0,248,0,21,9,20,NA,38,5,78,0,176,50,3,97,0,9,NA,0,20,NA,NA,342,342,1,1,185,322,29,NA,0,0,3,1,0,0,0,0,1,0,24,0,0,149,10,28
07CH011477-200-2021,2021,Region 7,MO,Central Missouri Community Action,07CH011477,CH,Central Missouri Community Action (CMCA),200,EHS,384,326,159,158,96,72,0,0,0,58,266,0,28,34,12,NA,46,1,80,0,207,47,3,102,0,7,NA,0,NA,30,NA,322,326,0,0,77,300,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,19,33
07CH011587-000-2021,2021,Region 7,MO,Urban League of Metropolitan St. Louis,07CH011587,CH,Urban League Head Start,000,HS,262,262,108,0,0,24,117,121,0,0,219,7,2,4,21,NA,18,0,221,0,4,15,4,50,12,2,NA,0,17,NA,NA,236,237,0,0,29,62,20,NA,0,0,5,0,0,0,0,0,1,0,14,0,0,41,9,4
07CH011587-200-2021,2021,Region 7,MO,Urban League of Metropolitan St. Louis,07CH011587,CH,Urban League of Metropolitan St. Louis,200,EHS,161,156,83,55,55,46,0,0,0,5,140,2,4,2,3,NA,15,0,135,0,3,4,3,19,8,1,NA,0,NA,14,NA,131,132,0,2,10,36,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,5
07CH011589-000-2021,2021,Region 7,MO,"Youth in Need, Inc.",07CH011589,CH,Youth In Need,000,HS,331,331,203,0,0,41,149,141,0,0,268,24,0,24,15,NA,57,3,111,0,128,27,5,222,44,10,NA,6,64,NA,NA,316,284,0,0,121,140,40,NA,1,0,3,0,0,0,1,0,2,0,33,0,0,42,19,5
07CH011589-200-2021,2021,Region 7,MO,"Youth in Need, Inc.",07CH011589,CH,Youth In Need,200,EHS,687,675,306,181,262,232,0,0,0,12,526,39,17,65,40,NA,124,64,209,0,236,47,7,225,47,26,NA,4,NA,71,NA,631,597,0,0,86,180,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,36,24
07CH011658-000-2021,2021,Region 7,MO,Community Action Partnership of Greater St Joseph,07CH011658,CH,Community Action Partnership of Greater St. Joseph,000,HS,285,285,168,0,0,25,106,154,0,0,178,14,10,38,19,NA,28,0,29,2,191,35,0,103,0,11,NA,0,14,NA,NA,274,276,33,41,190,236,32,NA,0,0,12,0,1,0,0,0,1,0,18,0,0,121,22,11
07CH011658-200-2021,2021,Region 7,MO,Community Action Partnership of Greater St Joseph,07CH011658,CH,Community Action Partnership of Greater St. Joseph,200,EHS,105,96,42,32,37,27,0,0,0,9,67,7,4,16,3,NA,12,0,5,0,71,17,0,53,1,6,NA,0,NA,12,NA,95,95,5,12,40,79,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,6,4
07CH011799-000-2021,2021,Region 7,MO,Ozarks Area Community Action Corporation,07CH011799,CH,Ozarks Area Community Action Corporation,000,HS,515,515,43,0,0,0,240,275,0,0,441,13,7,31,23,NA,31,3,24,1,387,52,16,283,13,44,NA,0,33,NA,NA,490,490,0,0,240,493,43,NA,1,0,13,0,0,1,0,0,0,0,28,0,0,42,32,24
07CH011799-200-2021,2021,Region 7,MO,Ozarks Area Community Action Corporation,07CH011799,CH,Ozarks Area Community Action Corporation,200,EHS,236,220,17,81,82,57,0,0,0,16,195,5,8,24,4,NA,28,0,9,0,151,47,0,96,13,22,NA,0,NA,13,NA,212,213,0,0,74,205,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,26,15
07CH011804-000-2021,2021,Region 7,MO,Missouri Valley Community Action Agency,07CH011804,CH,Missouri Valley Community Action Agency,000,HS,467,467,281,0,0,70,184,213,0,0,251,18,23,67,33,NA,42,3,37,0,320,64,0,133,0,42,NA,0,23,NA,NA,440,449,0,0,132,369,58,NA,0,0,12,0,0,0,0,0,1,0,45,0,0,185,74,22
07CH011804-200-2021,2021,Region 7,MO,Missouri Valley Community Action Agency,07CH011804,CH,Missouri Valley Community Action Agency,200,EHS,61,61,36,20,25,16,0,0,0,0,34,3,2,11,4,NA,8,0,3,0,42,8,0,38,20,11,NA,10,NA,25,NA,59,61,0,0,26,28,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,3
07CH011926-000-2021,2021,Region 7,MO,"Missouri Ozarks Community Action, Inc.",07CH011926,CH,"Missouri Ozarks Community Action, Inc.",000,HS,398,398,257,0,0,0,159,214,25,0,288,43,29,17,21,NA,16,3,18,0,332,21,3,107,0,37,NA,0,19,NA,NA,377,388,54,54,292,372,57,NA,0,2,17,1,0,0,1,1,0,0,21,11,0,232,16,32
07CH011926-200-2021,2021,Region 7,MO,"Missouri Ozarks Community Action, Inc.",07CH011926,CH,"Missouri Ozarks Community Action, Inc.",200,EHS,76,69,33,19,26,24,0,0,0,7,50,5,12,7,2,NA,1,2,17,0,49,7,0,33,0,4,NA,0,NA,9,NA,68,68,11,11,47,60,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,12
07CH011961-000-2021,2021,Region 7,MO,Jefferson Franklin Community Action Corporation,07CH011961,CH,Jefferson Franklin Community Action Corporation,000,HS,347,347,193,0,0,48,130,169,0,0,195,33,35,29,15,NA,16,0,7,1,297,23,2,65,0,8,NA,0,15,NA,NA,308,288,1,1,41,94,30,NA,0,2,9,2,0,0,0,2,0,0,15,0,0,55,34,43
07CH011961-200-2021,2021,Region 7,MO,Jefferson Franklin Community Action Corporation,07CH011961,CH,Jefferson Franklin Community Action Corporation,200,EHS,112,110,60,25,37,48,0,0,0,2,62,18,9,16,2,NA,5,0,5,0,91,8,1,40,0,6,NA,0,NA,6,NA,109,109,2,2,0,12,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14,10
07CH011972-000-2021,2021,Region 7,MO,YWCA of Metro St. Louis,07CH011972,CH,YWCA of Metropolitan St. Louis,000,HS,813,813,456,0,0,155,309,349,0,0,569,47,12,35,50,NA,70,9,609,0,63,40,17,261,155,55,NA,13,94,NA,NA,765,754,0,0,468,731,61,NA,0,0,20,0,0,0,1,1,1,0,38,0,0,293,39,17
07CH011972-200-2021,2021,Region 7,MO,YWCA of Metro St. Louis,07CH011972,CH,YWCA of Metropolitan St. Louis,200,EHS,328,242,119,87,90,65,0,0,0,86,245,22,3,16,13,NA,18,1,288,0,9,9,2,158,40,24,NA,6,NA,58,NA,236,231,0,0,158,222,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,10,4
07CH011975-000-2021,2021,Region 7,MO,Urban League of Metropolitan St. Louis,07CH011975,CH,Urban League of Metropolitan St. Louis,000,HS,300,300,135,0,0,40,110,150,0,0,249,6,1,3,30,NA,0,0,298,0,1,1,0,66,7,0,NA,0,18,NA,NA,259,261,1,0,70,113,17,NA,0,0,5,0,0,0,0,0,1,0,11,0,0,45,5,5
07CH011975-200-2021,2021,Region 7,MO,Urban League of Metropolitan St. Louis,07CH011975,CH,Urban League of Metropolitan St. Louis,200,EHS,63,63,37,16,18,29,0,0,0,0,50,0,1,0,5,NA,0,0,62,0,0,1,0,17,3,5,NA,0,NA,11,NA,53,49,0,0,8,23,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1
07HP000084-200-2021,2021,Region 7,MO,Mid America Regional Council,07HP000084,HP,Mid America Regional Council,200,EHS,86,85,23,24,36,25,0,0,0,1,51,12,8,14,1,NA,10,0,48,0,23,4,1,45,3,9,NA,0,NA,39,NA,81,82,5,7,40,52,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,4
07HP000085-200-2021,2021,Region 7,MO,Economic Security Corp of Southwest Area,07HP000085,HP,ECONOMIC SECURITY CORPORATION OF SOUTHWEST AREA,200,EHS,123,123,55,41,43,39,0,0,0,0,83,14,10,8,8,NA,44,0,3,0,63,13,0,65,1,13,NA,0,NA,13,NA,119,119,8,8,59,84,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,8
07HP000102-200-2021,2021,Region 7,MO,South Central Missouri Community Action Agency,07HP000102,HP,South Central Missouri Community Action Agency,200,EHS,91,91,42,17,25,49,0,0,0,0,63,12,8,7,0,NA,3,0,0,0,86,1,0,58,0,14,NA,0,NA,10,NA,84,89,0,0,43,68,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,8,8
07HP000260-200-2021,2021,Region 7,MO,"Youth in Need, Inc.",07HP000260,HP,Youth In Need,200,EHS,118,118,55,47,27,44,0,0,0,0,95,4,4,10,5,NA,1,0,111,0,1,5,0,3,70,0,NA,9,NA,32,NA,103,103,0,0,22,21,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5
07HP000328-200-2021,2021,Region 7,MO,Missouri Valley Community Action Agency,07HP000328,HP,Missouri Valley Community Action Agency,200,EHS,57,57,27,25,18,14,0,0,0,0,33,0,6,9,1,NA,3,0,0,0,48,5,0,26,15,6,NA,8,NA,20,NA,57,57,0,0,13,16,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,6
07HP000345-200-2021,2021,Region 7,MO,"Center for Human Services, Inc.",07HP000345,HP,Center for Human Services,200,EHS,48,48,12,19,14,10,5,0,0,0,38,1,2,5,1,NA,7,0,5,0,21,15,0,6,12,0,NA,0,NA,7,NA,48,47,2,2,40,43,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4
07HP000353-200-2021,2021,Region 7,MO,"Douglass Community Services, Inc.",07HP000353,HP,"DOUGLASS COMMUNITY SERVICES, INC.",200,EHS,110,110,55,34,37,36,3,0,0,0,78,5,14,6,2,NA,1,0,8,0,83,17,0,54,20,5,NA,0,NA,18,NA,110,110,0,0,12,58,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,10,14
07HP000433-200-2021,2021,Region 7,MO,Community Action Partnership of Greater St Joseph,07HP000433,HP,Community Action Partnership of Greater St. Joseph,200,EHS,61,61,26,23,20,18,0,0,0,0,36,1,1,16,3,NA,5,0,6,0,40,10,0,55,1,16,NA,0,NA,12,NA,60,61,2,2,34,55,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,1
07HP000434-200-2021,2021,Region 7,MO,Delta Area Economic Opportunity Corporation,07HP000434,HP,Delta Area Economic Opportunity Corporation,200,EHS,274,274,205,90,82,70,32,0,0,0,230,10,12,3,19,NA,37,0,96,0,101,40,0,203,0,13,NA,0,NA,34,NA,273,273,0,0,42,150,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4,12
07CH010275-000-2021,2021,Region 7,NE,Northwest Community Action Partnership,07CH010275,CH,Northwest Communtiy Action Partnership,000,HS,187,187,102,0,0,29,80,75,3,0,109,5,8,32,13,NA,35,1,0,0,99,22,0,38,0,12,NA,0,16,NA,NA,137,138,3,6,52,133,42,NA,0,0,7,0,0,0,0,0,3,0,32,0,0,79,15,9
07CH010275-200-2021,2021,Region 7,NE,Northwest Community Action Partnership,07CH010275,CH,Northwest Communtiy Action Partnership,200,EHS,69,62,22,20,21,21,0,0,0,7,34,3,6,13,6,NA,9,1,0,0,34,6,0,7,0,1,NA,0,NA,0,NA,49,49,2,1,2,22,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7,7
